# wave       flux     unc      tunc
 26.77500   451.22     1.99     1.99
 26.77667   451.23     1.99     1.99
 26.77833   451.21     1.99     1.99
 26.78000   451.18     1.99     1.99
 26.78167   451.14     1.99     1.99
 26.78333   451.10     1.99     1.99
 26.78500   451.07     1.99     1.99
 26.78667   451.06     1.99     1.99
 26.78833   451.06     1.99     1.99
 26.79000   451.09     1.99     1.99
 26.79167   451.14     1.99     1.99
 26.79333   451.21     1.99     1.99
 26.79500   451.27     1.99     1.99
 26.79667   451.33     1.99     1.99
 26.79833   451.36     1.99     1.99
 26.80000   451.38     1.99     1.99
 26.80167   451.38     1.99     1.99
 26.80333   451.35     1.99     1.99
 26.80500   451.30     1.98     1.98
 26.80667   451.25     1.98     1.98
 26.80833   451.19     1.98     1.98
 26.81000   451.13     1.98     1.98
 26.81167   451.09     1.98     1.98
 26.81333   451.06     1.98     1.98
 26.81500   451.07     1.98     1.98
 26.81667   451.10     1.98     1.98
 26.81833   451.18     1.98     1.98
 26.82000   451.31     1.98     1.98
 26.82167   451.50     1.98     1.98
 26.82333   451.73     1.98     1.98
 26.82500   452.00     1.98     1.98
 26.82667   452.29     1.98     1.98
 26.82833   452.60     1.98     1.98
 26.83000   452.90     1.98     1.98
 26.83167   453.18     1.98     1.98
 26.83333   453.44     1.98     1.98
 26.83500   453.67     1.98     1.98
 26.83667   453.86     1.98     1.98
 26.83833   454.02     1.98     1.98
 26.84000   454.14     1.98     1.98
 26.84167   454.23     1.98     1.98
 26.84333   454.29     1.98     1.98
 26.84500   454.36     1.98     1.98
 26.84667   454.41     1.98     1.98
 26.84834   454.47     1.98     1.98
 26.85000   454.55     1.97     1.97
 26.85167   454.65     1.97     1.97
 26.85333   454.76     1.97     1.97
 26.85500   454.90     1.97     1.97
 26.85667   455.05     1.97     1.97
 26.85833   455.22     1.97     1.97
 26.86000   455.39     1.97     1.97
 26.86167   455.56     1.97     1.97
 26.86333   455.71     1.97     1.97
 26.86500   455.86     1.97     1.97
 26.86667   455.97     1.97     1.97
 26.86833   456.06     1.97     1.97
 26.87000   456.10     1.97     1.97
 26.87167   456.13     1.97     1.97
 26.87333   456.13     1.97     1.97
 26.87500   456.11     1.97     1.97
 26.87667   456.09     1.97     1.97
 26.87833   456.08     1.97     1.97
 26.88000   456.10     1.96     1.96
 26.88167   456.13     1.96     1.96
 26.88334   456.20     1.96     1.96
 26.88500   456.28     1.96     1.96
 26.88667   456.38     1.96     1.96
 26.88833   456.49     1.96     1.96
 26.89000   456.60     1.96     1.96
 26.89167   456.71     1.96     1.96
 26.89333   456.81     1.96     1.96
 26.89500   456.93     1.96     1.96
 26.89667   457.04     1.96     1.96
 26.89833   457.15     1.96     1.96
 26.90000   457.26     1.96     1.96
 26.90167   457.36     1.96     1.96
 26.90333   457.44     1.96     1.96
 26.90500   457.50     1.96     1.96
 26.90667   457.53     1.96     1.96
 26.90833   457.52     1.96     1.96
 26.91000   457.48     1.96     1.96
 26.91167   457.42     1.96     1.96
 26.91333   457.33     1.96     1.96
 26.91500   457.21     1.96     1.96
 26.91667   457.08     1.96     1.96
 26.91833   456.94     1.96     1.96
 26.92000   456.78     1.96     1.96
 26.92167   456.63     1.96     1.96
 26.92333   456.51     1.96     1.96
 26.92500   456.40     1.96     1.96
 26.92667   456.33     1.96     1.96
 26.92833   456.29     1.96     1.96
 26.93000   456.27     1.96     1.96
 26.93167   456.27     1.96     1.96
 26.93333   456.30     1.96     1.96
 26.93500   456.33     1.96     1.96
 26.93667   456.35     1.96     1.96
 26.93833   456.36     1.96     1.96
 26.94000   456.35     1.96     1.96
 26.94167   456.32     1.96     1.96
 26.94333   456.28     1.96     1.96
 26.94500   456.22     1.96     1.96
 26.94667   456.16     1.96     1.96
 26.94833   456.09     1.96     1.96
 26.95000   456.04     1.95     1.95
 26.95167   456.00     1.95     1.95
 26.95333   455.96     1.95     1.95
 26.95500   455.93     1.95     1.95
 26.95667   455.89     1.95     1.95
 26.95833   455.85     1.95     1.95
 26.96000   455.80     1.95     1.95
 26.96167   455.74     1.95     1.95
 26.96333   455.66     1.95     1.95
 26.96500   455.56     1.95     1.95
 26.96667   455.46     1.95     1.95
 26.96833   455.36     1.95     1.95
 26.97000   455.27     1.95     1.95
 26.97167   455.22     1.95     1.95
 26.97334   455.18     1.95     1.95
 26.97500   455.18     1.95     1.95
 26.97667   455.23     1.95     1.95
 26.97833   455.31     1.95     1.95
 26.98000   455.45     1.95     1.95
 26.98167   455.61     1.95     1.95
 26.98333   455.81     1.95     1.95
 26.98500   456.03     1.95     1.95
 26.98667   456.25     1.95     1.95
 26.98833   456.47     1.95     1.95
 26.99000   456.67     1.95     1.95
 26.99167   456.86     1.95     1.95
 26.99333   457.01     1.95     1.95
 26.99500   457.14     1.95     1.95
 26.99667   457.22     1.95     1.95
 26.99833   457.29     1.95     1.95
 27.00000   457.33     1.95     1.95
 27.00167   457.36     1.95     1.95
 27.00333   457.40     1.95     1.95
 27.00500   457.44     1.95     1.95
 27.00667   457.49     1.95     1.95
 27.00834   457.57     1.95     1.95
 27.01000   457.69     1.95     1.95
 27.01167   457.81     1.95     1.95
 27.01333   457.95     1.95     1.95
 27.01500   458.10     1.95     1.95
 27.01667   458.25     1.95     1.95
 27.01833   458.40     1.95     1.95
 27.02000   458.54     1.95     1.95
 27.02167   458.67     1.95     1.95
 27.02333   458.80     1.95     1.95
 27.02500   458.90     1.95     1.95
 27.02667   459.00     1.95     1.95
 27.02833   459.09     1.95     1.95
 27.03000   459.20     1.95     1.95
 27.03167   459.29     1.95     1.95
 27.03333   459.38     1.95     1.95
 27.03500   459.48     1.96     1.96
 27.03667   459.60     1.96     1.96
 27.03833   459.72     1.96     1.96
 27.04000   459.86     1.96     1.96
 27.04167   460.01     1.96     1.96
 27.04333   460.17     1.96     1.96
 27.04500   460.35     1.96     1.96
 27.04667   460.54     1.96     1.96
 27.04833   460.72     1.96     1.96
 27.05000   460.91     1.96     1.96
 27.05167   461.10     1.96     1.96
 27.05333   461.28     1.96     1.96
 27.05500   461.44     1.96     1.96
 27.05667   461.58     1.96     1.96
 27.05833   461.70     1.96     1.96
 27.06000   461.79     1.96     1.96
 27.06167   461.86     1.96     1.96
 27.06333   461.93     1.96     1.96
 27.06500   461.99     1.96     1.96
 27.06667   462.05     1.96     1.96
 27.06833   462.12     1.96     1.96
 27.07000   462.19     1.96     1.96
 27.07167   462.27     1.96     1.96
 27.07333   462.37     1.97     1.97
 27.07500   462.48     1.97     1.97
 27.07667   462.62     1.97     1.97
 27.07833   462.77     1.97     1.97
 27.08000   462.94     1.97     1.97
 27.08167   463.12     1.97     1.97
 27.08333   463.33     1.97     1.97
 27.08500   463.54     1.97     1.97
 27.08667   463.75     1.97     1.97
 27.08833   463.96     1.97     1.97
 27.09000   464.15     1.97     1.97
 27.09167   464.33     1.97     1.97
 27.09333   464.51     1.97     1.97
 27.09500   464.67     1.97     1.97
 27.09667   464.82     1.97     1.97
 27.09834   464.97     1.97     1.97
 27.10000   465.11     1.98     1.98
 27.10167   465.24     1.98     1.98
 27.10333   465.36     1.98     1.98
 27.10500   465.48     1.98     1.98
 27.10667   465.58     1.98     1.98
 27.10833   465.66     1.98     1.98
 27.11000   465.74     1.98     1.98
 27.11167   465.81     1.99     1.99
 27.11333   465.87     1.99     1.99
 27.11500   465.92     1.99     1.99
 27.11667   465.96     1.99     1.99
 27.11833   466.00     1.99     1.99
 27.12000   466.00     1.99     1.99
 27.12167   466.01     1.99     1.99
 27.12333   465.98     1.99     1.99
 27.12500   465.95     1.99     1.99
 27.12667   465.91     1.99     1.99
 27.12833   465.87     1.99     1.99
 27.13000   465.86     1.99     1.99
 27.13167   465.86     1.99     1.99
 27.13334   465.90     2.00     2.00
 27.13500   465.99     2.00     2.00
 27.13667   466.12     2.00     2.00
 27.13833   466.31     2.00     2.00
 27.14000   466.52     2.00     2.00
 27.14167   466.78     2.00     2.00
 27.14333   467.01     2.00     2.00
 27.14500   467.25     2.00     2.00
 27.14667   467.46     2.00     2.00
 27.14833   467.64     2.00     2.00
 27.15000   467.78     2.00     2.00
 27.15167   467.91     2.00     2.00
 27.15333   468.01     2.01     2.01
 27.15500   468.10     2.01     2.01
 27.15667   468.18     2.01     2.01
 27.15833   468.27     2.01     2.01
 27.16000   468.37     2.01     2.01
 27.16167   468.46     2.01     2.01
 27.16333   468.56     2.01     2.01
 27.16500   468.67     2.01     2.01
 27.16667   468.76     2.01     2.01
 27.16833   468.86     2.01     2.01
 27.17000   468.94     2.01     2.01
 27.17167   469.02     2.02     2.02
 27.17333   469.08     2.02     2.02
 27.17500   469.11     2.02     2.02
 27.17667   469.15     2.02     2.02
 27.17833   469.19     2.02     2.02
 27.18000   469.21     2.03     2.03
 27.18167   469.24     2.03     2.03
 27.18333   469.27     2.03     2.03
 27.18500   469.32     2.03     2.03
 27.18667   469.36     2.03     2.03
 27.18833   469.41     2.03     2.03
 27.19000   469.45     2.03     2.03
 27.19167   469.49     2.03     2.03
 27.19333   469.50     2.03     2.03
 27.19500   469.48     2.03     2.03
 27.19667   469.39     2.03     2.03
 27.19833   469.25     2.04     2.04
 27.20000   469.06     2.04     2.04
 27.20167   468.82     2.04     2.04
 27.20333   468.55     2.04     2.04
 27.20500   468.28     2.04     2.04
 27.20667   468.01     2.04     2.04
 27.20833   467.76     2.04     2.04
 27.21000   467.55     2.04     2.04
 27.21167   467.37     2.04     2.04
 27.21333   467.23     2.04     2.04
 27.21500   467.13     2.05     2.05
 27.21667   467.08     2.05     2.05
 27.21833   467.08     2.05     2.05
 27.22000   467.10     2.05     2.05
 27.22167   467.15     2.05     2.05
 27.22334   467.23     2.05     2.05
 27.22500   467.35     2.05     2.05
 27.22667   467.47     2.05     2.05
 27.22833   467.62     2.05     2.05
 27.23000   467.77     2.05     2.05
 27.23167   467.89     2.06     2.06
 27.23333   468.00     2.06     2.06
 27.23500   468.08     2.06     2.06
 27.23667   468.13     2.06     2.06
 27.23833   468.18     2.06     2.06
 27.24000   468.21     2.07     2.07
 27.24167   468.24     2.07     2.07
 27.24333   468.29     2.07     2.07
 27.24500   468.37     2.07     2.07
 27.24667   468.47     2.07     2.07
 27.24833   468.58     2.07     2.07
 27.25000   468.70     2.07     2.07
 27.25167   468.84     2.07     2.07
 27.25333   468.96     2.07     2.07
 27.25500   469.09     2.07     2.07
 27.25667   469.22     2.08     2.08
 27.25834   469.36     2.08     2.08
 27.26000   469.51     2.08     2.08
 27.26167   469.67     2.08     2.08
 27.26333   469.83     2.08     2.08
 27.26500   470.01     2.08     2.08
 27.26667   470.18     2.08     2.08
 27.26833   470.33     2.08     2.08
 27.27000   470.46     2.08     2.08
 27.27167   470.59     2.09     2.09
 27.27333   470.68     2.09     2.09
 27.27500   470.78     2.09     2.09
 27.27667   470.88     2.09     2.09
 27.27833   471.00     2.09     2.09
 27.28000   471.12     2.10     2.10
 27.28167   471.25     2.09     2.09
 27.28333   471.41     2.09     2.09
 27.28500   471.60     2.09     2.09
 27.28667   471.80     2.09     2.09
 27.28833   472.03     2.10     2.10
 27.29000   472.28     2.10     2.10
 27.29167   472.58     2.10     2.10
 27.29333   472.89     2.10     2.10
 27.29500   473.20     2.10     2.10
 27.29667   473.51     2.11     2.11
 27.29833   473.77     2.11     2.11
 27.30000   473.99     2.11     2.11
 27.30167   490.50     1.66     1.66
 27.30333   490.40     1.66     1.66
 27.30500   490.23     1.66     1.66
 27.30667   490.00     1.66     1.66
 27.30833   489.81     1.66     1.66
 27.31000   489.60     1.66     1.66
 27.31167   489.46     1.66     1.66
 27.31333   489.43     1.65     1.65
 27.31500   489.54     1.65     1.65
 27.31667   489.84     1.65     1.65
 27.31833   490.37     1.65     1.65
 27.32000   491.13     1.65     1.65
 27.32167   492.11     1.65     1.65
 27.32333   493.25     1.65     1.65
 27.32500   494.46     1.65     1.65
 27.32667   495.61     1.65     1.65
 27.32833   496.63     1.65     1.65
 27.33000   497.43     1.65     1.65
 27.33167   497.93     1.65     1.65
 27.33333   498.14     1.65     1.65
 27.33500   498.02     1.65     1.65
 27.33667   497.65     1.65     1.65
 27.33833   497.06     1.65     1.65
 27.34000   496.30     1.65     1.65
 27.34167   495.43     1.65     1.65
 27.34333   494.53     1.65     1.65
 27.34500   493.64     1.65     1.65
 27.34667   492.83     1.65     1.65
 27.34833   492.13     1.65     1.65
 27.35000   491.55     1.65     1.65
 27.35167   491.13     1.65     1.65
 27.35333   490.86     1.64     1.64
 27.35500   490.72     1.64     1.64
 27.35667   490.71     1.64     1.64
 27.35833   490.77     1.64     1.64
 27.36000   490.84     1.64     1.64
 27.36167   491.04     1.64     1.64
 27.36333   491.21     1.64     1.64
 27.36500   491.39     1.64     1.64
 27.36667   491.51     1.64     1.64
 27.36833   491.59     1.64     1.64
 27.37000   491.63     1.64     1.64
 27.37167   491.60     1.64     1.64
 27.37333   491.53     1.64     1.64
 27.37500   491.42     1.64     1.64
 27.37667   491.29     1.63     1.63
 27.37833   491.15     1.63     1.63
 27.38000   491.03     1.63     1.63
 27.38167   490.92     1.63     1.63
 27.38333   490.87     1.63     1.63
 27.38500   490.86     1.63     1.63
 27.38667   490.92     1.63     1.63
 27.38833   491.01     1.63     1.63
 27.39000   491.15     1.63     1.63
 27.39167   491.29     1.63     1.63
 27.39333   491.43     1.63     1.63
 27.39500   491.53     1.63     1.63
 27.39667   491.57     1.63     1.63
 27.39833   491.54     1.63     1.63
 27.40000   491.43     1.63     1.63
 27.40167   491.24     1.63     1.63
 27.40333   490.97     1.63     1.63
 27.40500   490.64     1.63     1.63
 27.40667   490.26     1.63     1.63
 27.40833   489.85     1.62     1.62
 27.41000   489.43     1.62     1.62
 27.41167   489.02     1.62     1.62
 27.41333   488.64     1.62     1.62
 27.41500   488.34     1.62     1.62
 27.41667   488.06     1.62     1.62
 27.41833   487.87     1.62     1.62
 27.42000   487.75     1.62     1.62
 27.42167   487.68     1.62     1.62
 27.42333   487.65     1.62     1.62
 27.42500   487.66     1.62     1.62
 27.42667   487.69     1.62     1.62
 27.42833   487.71     1.61     1.61
 27.43000   487.72     1.61     1.61
 27.43167   487.70     1.61     1.61
 27.43333   487.67     1.61     1.61
 27.43500   487.63     1.61     1.61
 27.43667   487.58     1.61     1.61
 27.43833   487.52     1.61     1.61
 27.44000   487.48     1.61     1.61
 27.44167   487.44     1.61     1.61
 27.44333   487.43     1.61     1.61
 27.44500   487.43     1.61     1.61
 27.44667   487.45     1.61     1.61
 27.44833   487.47     1.61     1.61
 27.45000   487.48     1.61     1.61
 27.45167   487.50     1.61     1.61
 27.45333   487.51     1.60     1.60
 27.45500   487.52     1.60     1.60
 27.45667   487.53     1.60     1.60
 27.45833   487.56     1.60     1.60
 27.46000   487.59     1.60     1.60
 27.46167   487.63     1.59     1.59
 27.46333   487.69     1.59     1.59
 27.46500   487.76     1.59     1.59
 27.46667   487.83     1.59     1.59
 27.46833   487.91     1.59     1.59
 27.47000   487.99     1.59     1.59
 27.47167   488.05     1.59     1.59
 27.47333   488.13     1.59     1.59
 27.47500   488.20     1.59     1.59
 27.47667   488.27     1.59     1.59
 27.47833   488.35     1.59     1.59
 27.48000   488.45     1.59     1.59
 27.48167   488.59     1.59     1.59
 27.48333   488.75     1.59     1.59
 27.48500   488.94     1.59     1.59
 27.48667   489.17     1.58     1.58
 27.48833   489.44     1.58     1.58
 27.49000   489.74     1.58     1.58
 27.49167   490.06     1.58     1.58
 27.49333   490.39     1.58     1.58
 27.49500   490.74     1.58     1.58
 27.49667   491.08     1.57     1.57
 27.49833   491.42     1.57     1.57
 27.50000   491.74     1.57     1.57
 27.50167   492.06     1.57     1.57
 27.50333   492.36     1.57     1.57
 27.50500   492.66     1.57     1.57
 27.50667   492.94     1.57     1.57
 27.50833   493.20     1.57     1.57
 27.51000   493.44     1.57     1.57
 27.51167   493.67     1.57     1.57
 27.51333   493.88     1.57     1.57
 27.51500   494.07     1.57     1.57
 27.51667   494.25     1.57     1.57
 27.51833   494.43     1.57     1.57
 27.52000   494.61     1.56     1.56
 27.52167   494.79     1.56     1.56
 27.52333   494.99     1.56     1.56
 27.52500   495.18     1.56     1.56
 27.52667   495.38     1.56     1.56
 27.52833   495.59     1.56     1.56
 27.53000   495.81     1.56     1.56
 27.53167   496.03     1.56     1.56
 27.53333   496.25     1.56     1.56
 27.53500   496.48     1.56     1.56
 27.53667   496.71     1.56     1.56
 27.53833   496.96     1.56     1.56
 27.54000   497.19     1.56     1.56
 27.54167   497.43     1.56     1.56
 27.54333   497.64     1.56     1.56
 27.54500   497.84     1.55     1.55
 27.54667   498.02     1.55     1.55
 27.54833   498.19     1.55     1.55
 27.55000   498.37     1.55     1.55
 27.55167   498.53     1.55     1.55
 27.55333   498.69     1.55     1.55
 27.55500   498.85     1.55     1.55
 27.55667   499.01     1.55     1.55
 27.55833   499.18     1.55     1.55
 27.56000   499.33     1.55     1.55
 27.56167   499.48     1.55     1.55
 27.56333   499.63     1.55     1.55
 27.56500   499.78     1.54     1.54
 27.56667   499.91     1.54     1.54
 27.56833   500.03     1.54     1.54
 27.57000   500.13     1.54     1.54
 27.57167   500.19     1.54     1.54
 27.57333   500.24     1.54     1.54
 27.57500   500.24     1.54     1.54
 27.57667   500.21     1.54     1.54
 27.57833   500.19     1.54     1.54
 27.58000   500.18     1.54     1.54
 27.58167   500.18     1.54     1.54
 27.58333   500.22     1.54     1.54
 27.58500   500.32     1.54     1.54
 27.58667   500.45     1.54     1.54
 27.58833   500.62     1.54     1.54
 27.59000   500.80     1.54     1.54
 27.59167   500.97     1.54     1.54
 27.59333   501.12     1.54     1.54
 27.59500   501.24     1.54     1.54
 27.59667   501.30     1.54     1.54
 27.59833   501.32     1.53     1.53
 27.60000   501.28     1.53     1.53
 27.60167   501.20     1.53     1.53
 27.60333   501.11     1.53     1.53
 27.60500   501.01     1.53     1.53
 27.60667   500.91     1.53     1.53
 27.60833   500.86     1.53     1.53
 27.61000   500.82     1.53     1.53
 27.61167   500.82     1.53     1.53
 27.61333   500.85     1.52     1.52
 27.61500   500.91     1.52     1.52
 27.61667   500.99     1.52     1.52
 27.61833   501.07     1.52     1.52
 27.62000   501.13     1.52     1.52
 27.62167   501.19     1.52     1.52
 27.62333   501.24     1.52     1.52
 27.62500   501.26     1.52     1.52
 27.62667   501.25     1.52     1.52
 27.62833   501.22     1.52     1.52
 27.63000   501.17     1.52     1.52
 27.63167   501.12     1.52     1.52
 27.63333   501.06     1.52     1.52
 27.63500   501.01     1.52     1.52
 27.63667   500.98     1.52     1.52
 27.63833   500.97     1.52     1.52
 27.64000   500.97     1.52     1.52
 27.64167   501.00     1.52     1.52
 27.64333   501.02     1.52     1.52
 27.64500   501.05     1.52     1.52
 27.64667   501.05     1.52     1.52
 27.64833   501.05     1.52     1.52
 27.65000   501.00     1.52     1.52
 27.65167   500.96     1.52     1.52
 27.65333   500.87     1.52     1.52
 27.65500   500.78     1.52     1.52
 27.65667   500.65     1.52     1.52
 27.65833   500.51     1.52     1.52
 27.66000   500.33     1.52     1.52
 27.66167   500.11     1.52     1.52
 27.66333   499.86     1.52     1.52
 27.66500   499.57     1.52     1.52
 27.66667   499.28     1.52     1.52
 27.66833   498.98     1.52     1.52
 27.67000   498.71     1.52     1.52
 27.67167   498.47     1.52     1.52
 27.67333   498.29     1.52     1.52
 27.67500   498.16     1.52     1.52
 27.67667   498.10     1.52     1.52
 27.67833   498.07     1.52     1.52
 27.68000   498.07     1.52     1.52
 27.68167   498.10     1.52     1.52
 27.68333   498.15     1.52     1.52
 27.68500   498.20     1.52     1.52
 27.68667   498.27     1.52     1.52
 27.68833   498.36     1.52     1.52
 27.69000   498.46     1.52     1.52
 27.69167   498.63     1.52     1.52
 27.69333   498.82     1.52     1.52
 27.69500   499.07     1.52     1.52
 27.69667   499.39     1.52     1.52
 27.69833   499.74     1.52     1.52
 27.70000   500.14     1.52     1.52
 27.70250   517.91    10.00    10.00
 27.70500   519.35     9.95     9.95
 27.70750   520.85     9.89     9.89
 27.71000   522.36     9.83     9.83
 27.71250   523.77     9.77     9.77
 27.71500   525.01     9.72     9.72
 27.71750   526.01     9.66     9.66
 27.72000   526.77     9.61     9.61
 27.72250   527.26     9.56     9.56
 27.72500   527.51     9.50     9.50
 27.72750   527.54     9.46     9.46
 27.73000   527.45     9.40     9.40
 27.73250   527.26     9.35     9.35
 27.73500   527.04     9.30     9.30
 27.73750   526.81     9.26     9.26
 27.74000   526.61     9.21     9.21
 27.74250   526.46     9.15     9.15
 27.74500   526.33     9.11     9.11
 27.74750   526.19     9.06     9.06
 27.75000   526.06     9.01     9.01
 27.75250   525.94     8.97     8.97
 27.75500   525.76     8.93     8.93
 27.75750   525.51     8.89     8.89
 27.76000   525.22     8.84     8.84
 27.76250   524.89     8.80     8.80
 27.76500   524.50     8.75     8.75
 27.76750   524.10     8.72     8.72
 27.77000   523.71     8.67     8.67
 27.77250   523.37     8.63     8.63
 27.77500   523.05     8.60     8.60
 27.77750   522.79     8.55     8.55
 27.78000   522.62     8.52     8.52
 27.78250   522.46     8.48     8.48
 27.78500   522.41     8.44     8.44
 27.78750   522.41     8.41     8.41
 27.79000   522.45     8.37     8.37
 27.79250   522.56     8.34     8.34
 27.79500   522.67     8.31     8.31
 27.79750   522.85     8.28     8.28
 27.80000   523.03     8.24     8.24
 27.80250   523.19     8.21     8.21
 27.80500   523.37     8.17     8.17
 27.80750   523.56     8.15     8.15
 27.81000   523.74     8.12     8.12
 27.81250   523.92     8.09     8.09
 27.81500   524.05     8.06     8.06
 27.81750   524.16     8.03     8.03
 27.82000   524.23     8.00     8.00
 27.82250   524.23     7.97     7.97
 27.82500   524.20     7.95     7.95
 27.82750   524.04     7.92     7.92
 27.83000   523.87     7.89     7.89
 27.83250   523.62     7.87     7.87
 27.83500   523.39     7.84     7.84
 27.83750   523.16     7.82     7.82
 27.84000   522.99     7.80     7.80
 27.84250   522.87     7.78     7.78
 27.84500   522.81     7.75     7.75
 27.84750   522.80     7.73     7.73
 27.85000   522.81     7.71     7.71
 27.85250   522.86     7.69     7.69
 27.85500   522.89     7.67     7.67
 27.85750   522.92     7.65     7.65
 27.86000   522.98     7.63     7.63
 27.86250   522.99     7.61     7.61
 27.86500   522.96     7.60     7.60
 27.86750   522.98     7.58     7.58
 27.87000   523.00     7.57     7.57
 27.87250   523.05     7.55     7.55
 27.87500   523.16     7.53     7.53
 27.87750   523.22     7.52     7.52
 27.88000   523.29     7.50     7.50
 27.88250   523.34     7.49     7.49
 27.88500   523.35     7.47     7.47
 27.88750   523.29     7.46     7.46
 27.89000   523.22     7.44     7.44
 27.89250   523.11     7.43     7.43
 27.89500   522.98     7.42     7.42
 27.89750   522.86     7.41     7.41
 27.90000   522.83     7.39     7.39
 27.90250   522.89     7.38     7.38
 27.90500   523.04     7.37     7.37
 27.90750   523.26     7.36     7.36
 27.91000   523.57     7.35     7.35
 27.91250   523.88     7.34     7.34
 27.91500   524.18     7.33     7.33
 27.91750   524.39     7.32     7.32
 27.92000   524.56     7.31     7.31
 27.92250   524.66     7.30     7.30
 27.92500   524.68     7.30     7.30
 27.92750   524.62     7.29     7.29
 27.93000   524.56     7.28     7.28
 27.93250   524.54     7.27     7.27
 27.93500   524.56     7.27     7.27
 27.93750   524.65     7.26     7.26
 27.94000   524.78     7.25     7.25
 27.94250   524.90     7.25     7.25
 27.94500   524.99     7.24     7.24
 27.94750   525.04     7.23     7.23
 27.95000   525.03     7.23     7.23
 27.95250   524.94     7.22     7.22
 27.95500   524.81     7.22     7.22
 27.95750   524.63     7.22     7.22
 27.96000   524.46     7.21     7.21
 27.96250   524.36     7.20     7.20
 27.96500   524.38     7.20     7.20
 27.96750   524.51     7.20     7.20
 27.97000   524.80     7.19     7.19
 27.97250   525.23     7.19     7.19
 27.97500   525.76     7.18     7.18
 27.97750   526.38     7.18     7.18
 27.98000   527.01     7.18     7.18
 27.98250   527.62     7.17     7.17
 27.98500   528.21     7.17     7.17
 27.98750   528.70     7.17     7.17
 27.99000   529.14     7.16     7.16
 27.99250   529.53     7.16     7.16
 27.99500   529.92     7.16     7.16
 27.99750   530.27     7.16     7.16
 28.00000   530.63     7.15     7.15
 28.00250   530.96     7.15     7.15
 28.00500   531.27     7.15     7.15
 28.00750   531.48     7.15     7.15
 28.01000   531.62     7.15     7.15
 28.01250   531.61     7.14     7.14
 28.01500   531.55     7.14     7.14
 28.01750   531.28     7.14     7.14
 28.02000   530.97     7.14     7.14
 28.02250   530.59     7.13     7.13
 28.02500   530.23     7.13     7.13
 28.02750   529.88     7.13     7.13
 28.03000   529.60     7.13     7.13
 28.03250   529.38     7.13     7.13
 28.03500   529.23     7.13     7.13
 28.03750   529.09     7.13     7.13
 28.04000   528.93     7.12     7.12
 28.04250   528.77     7.12     7.12
 28.04500   528.61     7.12     7.12
 28.04750   528.41     7.12     7.12
 28.05000   528.23     7.11     7.11
 28.05250   528.07     7.11     7.11
 28.05500   527.97     7.11     7.11
 28.05750   527.96     7.11     7.11
 28.06000   528.06     7.11     7.11
 28.06250   528.28     7.11     7.11
 28.06500   528.61     7.10     7.10
 28.06750   529.04     7.10     7.10
 28.07000   529.53     7.08     7.08
 28.07250   530.04     7.08     7.08
 28.07500   530.52     7.08     7.08
 28.07750   530.92     7.08     7.08
 28.08000   531.08     7.08     7.08
 28.08250   531.13     7.08     7.08
 28.08500   531.00     7.07     7.07
 28.08750   530.72     7.07     7.07
 28.09000   530.33     7.07     7.07
 28.09250   529.86     7.07     7.07
 28.09500   529.32     7.07     7.07
 28.09750   528.78     7.07     7.07
 28.10000   528.26     7.05     7.05
 28.10250   527.78     7.05     7.05
 28.10500   527.35     7.05     7.05
 28.10750   526.98     7.05     7.05
 28.11000   526.65     7.05     7.05
 28.11250   526.38     7.05     7.05
 28.11500   526.15     7.05     7.05
 28.11750   525.99     7.04     7.04
 28.12000   525.86     7.04     7.04
 28.12250   525.80     7.04     7.04
 28.12500   525.74     7.04     7.04
 28.12750   525.72     7.03     7.03
 28.13000   525.70     7.03     7.03
 28.13250   525.69     7.03     7.03
 28.13500   525.68     7.03     7.03
 28.13750   525.71     7.03     7.03
 28.14000   525.77     7.02     7.02
 28.14250   525.87     7.02     7.02
 28.14500   526.01     7.02     7.02
 28.14750   526.21     7.02     7.02
 28.15000   526.48     7.01     7.01
 28.15250   526.81     7.01     7.01
 28.15500   527.21     7.00     7.00
 28.15750   527.60     7.00     7.00
 28.16000   528.04     7.00     7.00
 28.16250   528.48     7.00     7.00
 28.16500   528.92     6.99     6.99
 28.16750   529.33     6.99     6.99
 28.17000   529.71     6.98     6.98
 28.17250   530.04     6.98     6.98
 28.17500   530.27     6.98     6.98
 28.17750   530.44     6.97     6.97
 28.18000   530.56     6.97     6.97
 28.18250   530.65     6.96     6.96
 28.18500   530.75     6.96     6.96
 28.18750   530.87     6.96     6.96
 28.19000   531.04     6.95     6.95
 28.19250   531.28     6.95     6.95
 28.19500   531.58     6.95     6.95
 28.19750   531.96     6.94     6.94
 28.20000   532.42     6.94     6.94
 28.20250   532.93     6.93     6.93
 28.20500   533.38     6.93     6.93
 28.20750   533.83     6.92     6.92
 28.21000   534.24     6.92     6.92
 28.21250   534.58     6.91     6.91
 28.21500   534.86     6.91     6.91
 28.21750   535.06     6.91     6.91
 28.22000   535.18     6.90     6.90
 28.22250   535.29     6.90     6.90
 28.22500   535.34     6.90     6.90
 28.22750   535.36     6.89     6.89
 28.23000   535.38     6.88     6.88
 28.23250   535.41     6.88     6.88
 28.23500   535.48     6.88     6.88
 28.23750   535.55     6.87     6.87
 28.24000   535.67     6.87     6.87
 28.24250   535.84     6.86     6.86
 28.24500   536.03     6.86     6.86
 28.24750   536.25     6.85     6.85
 28.25000   536.46     6.85     6.85
 28.25250   536.65     6.84     6.84
