   3.836	  53.101	  52.663	  55.758
   3.846	  50.413	  49.930	  53.009
   3.856	  52.085	  51.640	  54.715
   3.865	  49.920	  49.434	  52.506
   3.875	  49.964	  49.467	  52.572
   3.885	  52.230	  51.746	  54.916
   3.895	  51.957	  51.435	  54.656
   3.904	  52.336	  51.806	  55.065
   3.914	  53.195	  52.662	  55.961
   3.924	  50.675	  50.081	  53.391
   3.933	  53.466	  52.917	  56.255
   3.942	  53.418	  52.864	  56.216
   3.952	  54.133	  53.579	  56.950
   3.962	  53.777	  53.216	  56.585
   3.971	  54.077	  53.528	  56.892
   3.981	  53.047	  52.487	  55.833
   3.991	  51.154	  50.564	  53.892
   4.001	  52.365	  51.804	  55.124
   4.010	  52.867	  52.319	  55.639
   4.020	  54.510	  53.986	  57.335
   4.030	  59.641	  59.182	  62.615
   4.040	  62.860	  62.414	  65.944
   4.049	  64.307	  63.852	  67.460
   4.059	  68.352	  67.943	  71.625
   4.069	  64.031	  63.526	  67.213
   4.077	  60.094	  59.514	  63.186
   4.087	  55.950	  55.295	  58.954
   4.097	  53.351	  52.635	  56.309
   4.107	  54.126	  53.402	  57.117
   4.116	  53.432	  52.687	  56.416
   4.126	  52.236	  51.463	  55.202
   4.136	  52.135	  51.349	  55.101
   4.146	  51.470	  50.668	  54.422
   4.155	  50.080	  49.273	  52.995
   4.165	  49.986	  49.183	  52.889
   4.175	  49.345	  48.529	  52.232
   4.185	  47.145	  46.293	  49.982
   4.194	  47.407	  46.544	  50.259
   4.203	  47.591	  46.720	  50.459
   4.213	  46.954	  46.076	  49.805
   4.222	  46.664	  45.783	  49.510
   4.232	  44.368	  43.444	  47.154
   4.242	  42.077	  41.117	  44.802
   4.252	  39.543	  38.548	  42.198
   4.261	  39.324	  38.329	  41.971
   4.271	  39.024	  38.026	  41.660
   4.281	  39.271	  38.282	  41.907
   4.291	  41.680	  40.747	  44.369
   4.300	  44.463	  43.577	  47.220
   4.310	  44.265	  43.357	  47.024
   4.320	  47.283	  46.426	  50.124
   4.330	  47.429	  46.561	  50.300
   4.338	  47.609	  46.717	  50.524
   4.348	  48.149	  47.212	  51.131
   4.358	  45.687	  44.646	  48.664
   4.368	  48.366	  47.308	  51.447
   4.377	  48.433	  47.344	  51.534
   4.387	  48.412	  47.317	  51.549
   4.397	  47.957	  46.793	  51.137
   4.407	  47.634	  46.424	  50.823
   4.416	  46.904	  45.671	  50.087
   4.426	  45.898	  44.638	  49.073
   4.436	  46.661	  45.409	  49.871
   4.445	  44.820	  43.519	  48.005
   4.455	  45.427	  44.111	  48.655
   4.465	  43.093	  41.697	  46.302
   4.474	  44.303	  42.880	  47.583
   4.483	  42.968	  41.489	  46.246
   4.493	  45.797	  44.333	  49.182
   4.503	  42.457	  40.918	  45.779
   4.513	  43.213	  41.663	  46.582
   4.522	  42.486	  40.914	  45.849
   4.532	  40.521	  38.853	  43.894
   4.542	  41.092	  39.396	  44.516
   4.552	  42.319	  40.614	  45.803
   4.561	  40.391	  38.642	  43.831
   4.571	  41.800	  40.074	  45.269
   4.581	  42.224	  40.513	  45.698
   4.591	  41.941	  40.230	  45.411
   4.599	  40.196	  38.455	  43.625
   4.609	  39.343	  37.582	  42.756
   4.619	  40.246	  38.485	  43.702
   4.628	  39.580	  37.779	  43.047
   4.638	  41.655	  39.854	  45.208
   4.648	  41.095	  39.252	  44.665
   4.658	  43.123	  41.283	  46.779
   4.667	  42.800	  40.923	  46.476
   4.677	  41.573	  39.645	  45.247
   4.687	  40.798	  38.827	  44.485
   4.697	  42.402	  40.430	  46.156
   4.706	  43.432	  41.434	  47.255
   4.716	  40.539	  38.456	  44.324
   4.726	  44.125	  42.072	  48.026
   4.735	  40.457	  38.309	  44.307
   4.744	  43.468	  41.339	  47.435
   4.754	  42.702	  40.495	  46.711
   4.764	  44.205	  41.953	  48.321
   4.773	  42.349	  39.995	  46.484
   4.783	  43.582	  41.175	  47.817
   4.793	  40.532	  38.004	  44.757
   4.803	  44.166	  41.647	  48.536
   4.812	  41.609	  38.989	  45.974
   4.822	  41.835	  39.160	  46.274
   4.832	  42.587	  39.848	  47.124
   4.842	  45.880	  43.109	  50.595
   4.851	  44.939	  42.040	  49.720
   4.860	  43.848	  40.839	  48.678
   4.870	  42.053	  38.944	  46.935
   4.879	  41.562	  38.188	  46.723
   4.889	  41.988	  38.410	  47.290
   4.899	  44.568	  41.032	  49.990
   4.909	  42.611	  38.846	  48.182
   4.918	  43.616	  39.707	  49.368
   4.928	  43.649	  39.608	  49.521
   4.938	  42.385	  38.253	  48.304
   4.947	  40.113	  35.863	  46.052
   4.957	  42.680	  38.373	  48.784
   4.967	  39.742	  35.265	  45.901
   5.238	  70.294	  58.810	  65.590
   5.268	  80.239	  67.770	  74.230
   5.298	  69.390	  57.090	  65.710
   5.328	  80.917	  66.990	  76.210
   5.358	  79.561	  67.280	  73.520
   5.388	  62.383	  51.230	  59.170
   5.418	  52.438	  43.640	  49.160
   5.448	  59.445	  49.950	  55.250
   5.478	  62.609	  52.760	  58.040
   5.508	  71.537	  60.590	  66.010
   5.538	  79.561	  67.610	  73.190
   5.568	  72.893	  60.720	  68.280
   5.598	  87.472	  74.540	  80.260
   5.628	 109.283	  93.980	  99.420
   5.658	 119.002	 101.850	 108.750
   5.688	 133.581	 115.390	 121.010
   5.718	 141.379	 122.000	 128.200
   5.748	 134.711	 116.200	 122.200
   5.778	 121.036	 104.120	 110.080
   5.808	 119.002	 102.340	 108.260
   5.838	 126.009	 108.540	 114.460
   5.868	 135.050	 116.460	 122.540
   5.898	 144.769	 122.500	 133.700
   5.928	 136.519	 116.800	 124.800
   5.958	 153.132	 122.920	 148.080
   5.988	 176.186	 152.570	 159.230
   6.018	 207.152	 167.240	 199.360
   6.048	 223.765	 194.430	 201.570
   6.078	 236.648	 205.910	 212.890
   6.108	 267.048	 232.690	 239.910
   6.138	 361.075	 315.610	 323.390
   6.168	 511.042	 446.860	 457.540
   6.198	 674.910	 591.310	 603.090
   6.228	 740.457	 649.260	 661.140
   6.258	 691.071	 606.480	 616.520
   6.288	 580.206	 508.520	 518.280
   6.318	 484.484	 423.990	 433.410
   6.348	 421.423	 367.080	 378.720
   6.378	 371.246	 324.220	 332.780
   6.408	 337.455	 294.330	 302.870
   6.438	 304.342	 265.080	 273.520
   6.468	 284.113	 244.570	 258.230
   6.498	 264.788	 227.140	 241.460
   6.528	 250.888	 217.340	 226.660
   6.558	 251.566	 217.890	 227.310
   6.588	 257.781	 223.480	 232.720
   6.618	 273.716	 232.830	 251.570
   6.649	 266.822	 231.650	 240.550
   6.679	 282.418	 245.430	 254.370
   6.709	 287.843	 247.860	 261.540
   6.739	 285.243	 247.510	 257.290
   6.769	 278.689	 239.810	 253.390
   6.799	 285.243	 236.510	 268.290
   6.829	 286.373	 248.290	 258.510
   6.859	 288.295	 248.240	 261.960
   6.889	 304.795	 264.210	 275.190
   6.919	 333.952	 280.540	 310.460
   6.949	 347.965	 302.000	 313.800
   6.979	 431.029	 375.000	 387.800
   7.009	 456.796	 397.510	 410.890
   7.039	 392.492	 339.810	 354.790
   7.069	 404.358	 335.580	 380.020
   7.099	 443.800	 372.580	 412.820
   7.129	 443.687	 386.860	 398.340
   7.159	 446.060	 387.210	 402.190
   7.189	 458.830	 399.230	 412.770
   7.219	 485.275	 422.820	 435.980
   7.249	 508.104	 442.760	 456.440
   7.279	 532.402	 441.370	 500.830
   7.309	 578.963	 505.290	 519.310
   7.339	 623.829	 532.450	 571.550
   7.369	 677.736	 570.470	 628.930
   7.399	 746.447	 652.810	 668.190
   7.429	 834.936	 730.350	 747.250
   7.459	 912.236	 798.240	 816.160
   7.489	 982.078	 859.340	 878.660
   7.519	1096.447	 963.360	 977.040
   7.579	1265.965	1113.240	1127.160
   7.639	1345.752	1184.100	1197.500
   7.699	1325.975	1166.950	1179.650
   7.759	1322.584	1163.450	1177.150
   7.819	1321.454	1163.190	1175.410
   7.879	1243.024	1093.940	1105.860
   7.939	1100.176	 967.620	 979.380
   7.999	 961.171	 831.510	 869.490
   8.059	 846.011	 743.830	 753.370
   8.119	 739.214	 649.540	 658.660
   8.179	 675.249	 591.090	 603.910
   8.239	 637.503	 559.030	 569.170
   8.299	 626.202	 547.390	 560.810
   8.359	 619.986	 544.450	 552.750
   8.419	 629.931	 551.010	 563.790
   8.479	 653.099	 573.640	 582.160
   8.539	 696.609	 611.960	 620.840
   8.599	 691.975	 607.880	 616.720
   8.659	 625.411	 547.550	 559.250
   8.719	 526.186	 461.520	 469.680
   8.779	 415.321	 357.880	 377.120
   8.839	 323.329	 282.400	 289.800
   8.900	 258.685	 225.290	 232.510
   8.960	 220.713	 191.730	 198.870
   9.020	 191.556	 165.910	 173.090
   9.080	 167.145	 144.390	 151.410
   9.140	 150.872	 130.000	 137.000
   9.200	 150.307	 129.470	 136.530
   9.260	 138.440	 116.990	 128.010
   9.320	 132.903	 113.960	 121.240
   9.380	 126.574	 108.450	 115.550
   9.440	 130.981	 110.530	 121.270
   9.500	 121.488	 104.020	 110.980
   9.560	 119.341	 102.240	 108.960
   9.620	 134.711	 115.860	 122.540
   9.680	 146.690	 125.570	 134.030
   9.740	 125.444	 107.690	 114.310
   9.800	 110.187	  93.360	 101.640
   9.860	 106.232	  90.740	  97.260
   9.920	  99.677	  84.910	  91.490
   9.980	  98.208	  83.650	  90.150
  10.040	 103.971	  85.280	  98.720
  10.100	 107.701	  92.000	  98.600
  10.160	 103.180	  87.980	  94.620
  10.220	 106.797	  91.150	  97.850
  10.280	 113.125	  93.270	 106.930
  10.340	 119.115	  99.290	 111.510
  10.400	 125.557	 107.560	 114.640
  10.460	 140.248	 117.340	 130.860
  10.520	 164.207	 141.560	 149.040
  10.580	 186.697	 161.370	 169.030
  10.640	 198.902	 170.750	 181.250
  10.700	 199.919	 172.930	 180.870
  10.760	 208.169	 180.100	 188.300
  10.820	 208.282	 180.140	 188.460
  10.880	 226.477	 196.120	 204.680
  10.940	 271.004	 229.150	 250.450
  11.000	 340.167	 296.350	 305.650
  11.060	 401.081	 350.110	 359.690
  11.121	 559.298	 489.810	 499.990
  11.181	 977.670	 857.540	 872.660
  11.241	1346.656	1185.180	1198.020
  11.301	1283.143	1127.560	1143.240
  11.361	1028.300	 900.890	 918.910
  11.421	 863.754	 758.180	 770.420
  11.481	 732.886	 642.510	 654.490
  11.541	 641.798	 562.020	 573.780
  11.601	 576.815	 504.640	 516.160
  11.661	 532.062	 465.110	 476.490
  11.721	 506.183	 442.230	 453.570
  11.781	 508.556	 444.470	 455.530
  11.841	 557.151	 487.360	 498.640
  11.901	 608.233	 532.490	 543.910
  11.961	 657.732	 576.160	 587.840
  12.021	 678.979	 594.950	 606.650
  12.081	 671.181	 588.000	 599.800
  12.141	 667.903	 585.050	 596.950
  12.201	 690.732	 605.230	 617.170
  12.261	 767.693	 673.220	 685.380
  12.321	 826.347	 725.070	 737.330
  12.381	 850.871	 746.700	 759.100
  12.441	 899.353	 789.500	 802.100
  12.501	 976.879	 858.010	 870.790
  12.561	1062.882	 933.960	 947.040
  12.621	1139.165	1001.390	1014.610
  12.681	1221.890	1074.400	1088.000
  12.741	1458.764	1283.690	1297.910
  12.801	1818.257	1597.870	1619.930
  12.861	1616.078	1422.440	1437.560
  12.921	 941.620	 822.970	 843.430
  12.981	 746.899	 654.160	 667.640
  13.041	 698.982	 611.920	 625.080
  13.101	 675.475	 591.010	 604.390
  13.161	 664.852	 581.470	 595.130
  13.221	 663.609	 580.290	 594.110
  13.281	 666.434	 582.620	 596.780
  13.342	 661.236	 577.890	 592.310
  13.402	 651.743	 569.430	 583.970
  13.462	 672.537	 587.710	 602.490
  13.522	 684.064	 597.760	 612.840
  13.582	 686.890	 600.190	 615.410
  13.642	 661.349	 577.420	 592.980
  13.702	 654.003	 570.680	 586.720
  13.762	 631.513	 550.830	 566.770
  13.822	 630.383	 549.640	 565.960
  13.882	 626.654	 546.180	 562.820
  13.942	 657.054	 572.890	 589.910
  14.002	 659.541	 575.020	 592.180
  14.047	 659.993	 581.610	 586.390
  14.131	 696.609	 614.190	 618.610
  14.215	 734.920	 648.190	 652.410
  14.299	 746.108	 658.120	 662.280
  14.383	 728.026	 642.130	 646.270
  14.467	 708.023	 624.420	 628.580
  14.551	 694.009	 611.900	 616.300
  14.635	 678.414	 597.950	 602.650
  14.719	 667.790	 588.470	 593.330
  14.803	 661.462	 582.830	 587.770
  14.888	 646.996	 570.150	 574.850
  14.972	 646.996	 570.250	 574.750
  15.056	 640.667	 564.760	 569.040
  15.140	 631.174	 556.470	 560.530
  15.224	 622.020	 548.510	 552.290
  15.308	 618.404	 545.420	 548.980
  15.392	 636.486	 560.690	 565.710
  15.476	 659.541	 581.080	 586.120
  15.560	 751.533	 662.230	 667.770
  15.644	 757.070	 667.420	 672.380
  15.728	 683.612	 602.790	 607.010
  15.812	 684.742	 603.480	 608.320
  15.896	 675.136	 594.780	 600.020
  15.980	 660.219	 581.530	 586.870
  16.064	 656.941	 578.600	 584.000
  16.148	 658.071	 579.620	 584.980
  16.232	 656.715	 578.570	 583.630
  16.316	 730.399	 642.550	 650.050
  16.400	 821.600	 715.470	 738.530
  16.484	 887.600	 783.090	 787.710
  16.568	 859.912	 758.590	 763.210
  16.652	 826.799	 729.240	 733.960
  16.736	 833.128	 734.710	 739.690
  16.820	 827.025	 729.190	 734.410
  16.904	 851.097	 750.330	 755.870
  16.988	 977.444	 852.060	 877.740
  17.072	1101.984	 972.000	 978.200
  17.157	 930.318	 818.610	 827.790
  17.241	 890.651	 785.230	 790.970
  17.325	 889.295	 784.170	 789.630
  17.409	 874.490	 771.250	 776.350
  17.493	 824.652	 727.300	 732.100
  17.577	 774.813	 683.220	 687.980
  17.661	 751.985	 655.360	 675.440
  17.745	 744.526	 656.250	 661.350
  17.829	 734.920	 647.600	 653.000
  17.913	 718.420	 627.170	 644.230
  17.997	 696.722	 613.510	 619.490
  18.081	 672.424	 591.860	 598.140
  18.165	 659.993	 580.750	 587.250
  18.249	 663.157	 583.550	 590.050
  18.333	 661.123	 581.790	 588.210
  18.417	 678.075	 596.300	 603.700
  18.501	 684.290	 602.500	 608.500
  18.585	 705.763	 621.570	 627.430
  18.669	 831.545	 730.270	 741.330
  18.753	 949.078	 836.700	 842.900
  18.837	 825.104	 726.280	 733.920
  18.921	 752.663	 662.830	 669.170
  19.005	 774.474	 681.750	 688.850
  19.089	 777.525	 684.070	 691.930
  19.173	 807.474	 704.840	 724.160
  19.257	 799.676	 703.300	 711.900
  19.341	 802.501	 705.830	 714.370
  19.426	 847.932	 746.090	 754.510
  19.510	 876.637	 771.630	 779.770
  19.594	 884.548	 778.790	 786.610
  19.678	 891.894	 785.410	 792.990
  19.762	 918.113	 795.060	 829.740
  19.846	 959.249	 845.070	 852.530
  19.930	 991.571	 862.660	 892.140
  20.014	1019.711	 898.230	 906.370
  20.098	1055.649	 929.720	 938.480
  20.182	1077.686	 948.830	 958.370
  20.266	1110.121	 977.140	 987.460
  20.350	1146.172	1008.840	1019.560
  20.434	1171.826	1031.200	1042.600
  20.518	1190.134	1047.350	1058.850
  20.602	1222.907	1077.970	1086.230
  20.770	1229.801	1084.370	1092.030
  20.938	1288.229	1136.420	1143.380
  21.106	1355.471	1194.080	1204.720
  21.274	1400.337	1234.670	1243.530
  21.442	1449.271	1278.890	1285.910
  21.610	1503.630	1326.840	1334.160
  21.779	1557.424	1374.060	1382.140
  21.947	1565.674	1381.560	1389.240
  22.115	1592.119	1405.450	1412.150
  22.283	1708.635	1508.370	1515.430
  22.451	1714.964	1513.280	1521.720
  22.619	1688.632	1488.730	1499.670
  22.787	1753.162	1546.430	1556.170
  22.955	1876.119	1653.360	1666.840
  23.123	1902.451	1679.830	1686.970
  23.291	1937.711	1710.920	1718.280
  23.459	2006.649	1772.140	1779.060
  23.627	2060.103	1819.710	1826.090
  23.795	2133.336	1884.490	1890.910
  23.964	2234.482	1973.820	1980.580
  24.132	2363.429	2061.360	2121.240
  24.300	2497.010	2152.260	2266.740
  24.468	2570.016	2238.640	2309.560
  24.636	2654.210	2311.380	2385.820
  24.804	2764.284	2423.990	2468.010
  24.972	2889.389	2549.600	2563.800
  25.140	2986.014	2627.940	2656.460
  25.308	3108.520	2746.800	2754.400
  25.476	3231.364	2853.130	2865.470
  25.644	3325.165	2926.800	2957.800
  25.812	3439.985	3039.360	3048.440
  25.980	3550.285	3136.950	3146.050
  26.149	3591.761	3173.740	3182.660
  26.317	3640.469	3216.960	3225.640
  26.485	3725.455	3291.950	3301.050
  26.653	3808.519	3365.150	3374.850
  26.821	3902.658	3448.320	3458.280
  26.989	3983.801	3520.110	3530.090
  27.157	4071.725	3598.030	3607.770
  27.325	4191.631	3704.210	3713.790
  27.493	4292.099	3746.710	3849.090
  27.661	4402.851	3890.770	3901.030
  27.829	4511.004	3986.360	3996.840
  27.997	4652.383	4111.230	4122.170
  28.165	4803.141	4244.640	4255.560
  28.333	4908.921	4326.560	4360.840
  28.502	5040.580	4454.690	4465.710
  28.670	5207.952	4602.650	4613.950
  28.838	5264.797	4652.600	4664.600
  29.006	5344.019	4722.490	4734.910
  29.174	5463.021	4827.540	4840.460
  29.342	5599.314	4948.200	4961.000
  29.510	5787.592	5114.960	5127.440
  29.678	5935.300	5245.720	5258.080
  29.846	6024.805	5325.120	5337.080
  30.014	6158.951	5443.620	5455.980
  30.182	6261.340	5533.850	5546.950
  30.350	6329.713	5496.920	5704.880
  30.518	6530.988	5696.740	5861.260
  30.687	6739.270	5955.030	5971.570
  30.855	6848.892	6051.750	6068.850
  31.023	6886.299	6055.700	6131.100
  31.191	6995.582	6074.070	6306.130
  31.359	7392.482	6483.920	6598.680
  31.527	7441.981	6576.040	6594.160
  31.695	7480.744	6610.510	6628.290
  31.863	7599.747	6715.780	6733.620
  32.031	7794.128	6887.540	6905.860
  32.199	7939.349	7015.910	7034.490
  32.367	8099.148	7157.100	7176.100
  32.535	8199.843	7246.040	7265.360
  32.703	8349.697	7197.570	7579.030
  32.871	8627.595	7623.120	7645.280
  33.040	8870.797	7836.120	7862.680
  33.208	9110.610	8047.230	8075.970
  33.376	9811.852	8665.680	8698.520
  33.544	9479.821	8366.260	8410.340
  33.712	9833.550	8684.190	8718.410
  33.880	9522.992	8411.180	8441.820
  34.048	9530.677	8418.300	8448.300
  34.216	9873.783	8517.970	8955.830
  34.384	9771.958	8633.060	8660.540
  34.552	10575.025	9343.060	9371.740
  34.720	11767.984	10397.590	10428.410
  34.888	11420.697	10083.180	10128.220
  35.056	10289.329	9087.830	9121.370
  35.225	10623.507	9378.990	9421.610
  35.393	11120.988	9815.570	9865.430
  35.561	10579.319	9334.400	9388.000
  35.729	10652.890	9399.030	9453.570
  35.897	10863.884	9586.520	9639.480
  36.065	11276.719	9952.020	10004.580
  36.233	10840.491	9568.260	9616.340
  36.401	10877.785	9601.710	9648.890
  36.569	11043.800	9748.840	9795.560
